timestamp, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2019/03/28 14:19:16.453, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:17.454, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:18.455, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:19.513, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:20.514, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:21.515, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:22.516, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:23.517, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:24.518, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:25.519, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:26.520, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:27.521, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:28.522, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:29.617, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:30.618, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:31.618, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:32.619, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:33.620, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:34.621, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:35.622, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:36.623, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:37.624, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:38.625, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:39.727, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:40.728, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:41.729, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:42.730, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:43.731, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:44.732, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:45.733, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:46.734, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:47.735, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:48.736, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:49.763, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:50.764, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:51.765, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:52.766, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:53.767, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:54.778, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:55.779, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:56.780, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:57.781, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:58.782, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:59.783, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:00.784, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:01.785, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:02.786, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:03.787, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:04.788, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:05.789, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:06.790, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:07.791, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:08.792, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:09.793, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:10.794, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:11.795, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:12.796, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:13.797, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:14.798, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:15.799, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:16.800, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:17.801, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:18.802, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:19.803, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:20.804, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:21.805, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:22.806, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:23.807, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:24.808, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:25.809, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:26.810, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:27.811, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:28.812, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:29.813, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:30.814, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:31.815, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:32.816, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:33.817, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:34.854, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:35.855, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:36.856, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:37.857, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:38.858, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:40.000, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:41.001, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:42.002, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:43.003, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:44.004, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:45.412, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:46.413, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:47.414, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:48.415, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:49.416, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:50.424, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:51.425, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:52.426, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:53.427, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:54.428, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:55.429, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:56.430, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:57.431, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:58.432, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:20:59.433, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:00.542, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:01.543, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:02.544, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:03.545, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:04.546, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:05.547, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:06.548, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:07.549, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:08.550, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:09.551, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:10.552, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:11.553, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:12.554, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:13.555, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:14.556, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:15.557, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:16.558, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:17.559, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:18.560, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:19.561, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:20.562, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:21.563, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:22.564, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:23.564, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:24.565, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:25.640, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:26.641, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:27.641, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:28.642, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:29.643, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:30.644, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:31.645, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:32.646, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:33.647, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:34.648, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:35.664, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:36.665, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:37.666, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:38.667, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:39.668, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:40.669, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:41.670, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:42.671, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:43.672, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:44.673, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:45.674, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:46.675, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:47.676, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:48.677, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:49.678, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:50.704, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:51.705, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:52.706, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:53.707, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:54.708, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:55.709, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:56.710, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:57.711, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:58.712, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:21:59.713, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:00.774, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:01.775, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:02.776, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:03.777, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:04.778, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:05.833, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:06.834, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:07.835, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:08.836, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:09.837, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:10.838, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:11.839, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:12.840, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:13.841, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:14.842, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:15.915, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:16.916, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:17.917, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:18.918, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:19.919, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:20.920, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:21.921, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:22.922, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:23.923, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:24.924, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:25.925, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:26.926, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:27.927, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:28.928, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:29.929, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:30.930, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:31.931, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:32.932, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:33.933, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:34.934, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:35.935, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:36.936, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:37.937, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:38.938, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:39.939, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:40.940, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:41.941, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:42.942, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:43.943, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:44.944, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:45.945, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:46.946, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:47.947, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:48.948, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:49.949, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:50.950, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:51.951, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:52.952, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:53.953, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:54.954, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:55.955, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:56.956, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:57.957, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:58.958, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:22:59.959, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:01.088, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:02.089, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:03.090, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:04.091, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:05.092, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:06.137, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:07.138, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:08.139, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:09.140, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:10.141, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:11.167, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:12.168, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:13.169, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:14.170, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:15.171, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:16.172, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:17.173, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:18.174, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:19.175, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:20.176, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:21.177, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:22.178, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:23.179, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:24.180, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:25.181, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:26.182, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:27.183, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:28.184, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:29.185, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:30.186, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:31.187, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:32.188, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:33.189, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:34.190, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:35.191, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:36.192, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:37.193, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:38.193, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:39.194, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:40.195, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:41.196, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:42.197, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:43.198, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:44.199, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:45.200, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:46.201, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:47.202, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:48.203, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:49.204, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:23:50.205, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
